DRG Code,DRG Definition,HRR State,HHR Region,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Row,Column,Region,Divison,State,Region Rank,Divison Rank
292,HEART FAILURE & SHOCK W CC,AL,Dothan,AL - Dothan,127,23730.96,5506.11,4585.24,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,81,11886.62,5678.46,4759.02,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,79,24210.29,5254.2,4346.8,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Dothan,AL - Dothan,20,9808.45,5416.65,4732.45,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,51,22553.59,5979.98,5055.45,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,27,32537.67,5186.59,4358.0,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,92,32604.1,6455.28,4597.6,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,115,19724.61,5380.07,4491.56,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Dothan,AL - Dothan,12,10631.5,6081.33,5042.33,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Montgomery,AL - Montgomery,168,17693.21,6466.71,5716.03,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Montgomery,AL - Montgomery,139,21124.21,5722.94,4755.99,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,177,12020.01,5683.45,4762.75,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,142,27637.29,7643.35,6873.11,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Montgomery,AL - Montgomery,19,10014.95,5691.42,4904.89,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,107,20934.03,6390.1,5490.5,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,FL,Pensacola,FL - Pensacola,35,20274.86,5271.03,4345.69,7,9,South,South Atlantic,Florida,3,5
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,28,29249.68,4997.29,4100.43,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Huntsville,AL - Huntsville,243,27922.19,6312.1,5075.75,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,95,67846.09,5732.8,4863.84,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Tuscaloosa,AL - Tuscaloosa,25,13143.92,6311.12,4850.72,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,72,52061.82,5099.22,4524.07,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Dothan,AL - Dothan,29,34851.93,4972.14,4244.14,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Dothan,AL - Dothan,80,30216.01,5330.3,4403.2,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,63,27729.43,4916.7,3932.11,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Huntsville,AL - Huntsville,42,12483.79,5272.62,4415.36,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Dothan,AL - Dothan,16,13299.25,5882.19,5015.94,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,51,9726.35,5384.45,4502.8,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Dothan,AL - Dothan,19,16760.68,6290.11,5576.84,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,103,28029.38,5489.24,4245.55,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Huntsville,AL - Huntsville,40,13017.03,5761.58,5131.58,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Mobile,AL - Mobile,64,47532.78,5296.84,4331.56,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Huntsville,AL - Huntsville,142,11140.27,5300.05,4429.46,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,28,27930.68,4860.75,4003.21,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Mobile,AL - Mobile,18,8817.33,10258.17,9280.61,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,45,25549.4,5563.71,5094.56,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Mobile,AL - Mobile,139,17723.99,5316.05,4494.29,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Mobile,AL - Mobile,14,10094.14,5351.07,4814.21,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Tuscaloosa,AL - Tuscaloosa,246,21886.52,6501.28,5268.22,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Tuscaloosa,AL - Tuscaloosa,14,7855.0,7223.07,6512.5,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,FL,Pensacola,FL - Pensacola,20,10857.8,5957.75,5023.75,7,9,South,South Atlantic,Florida,3,5
292,HEART FAILURE & SHOCK W CC,AL,Mobile,AL - Mobile,56,16577.21,5397.18,3724.21,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,14,12731.71,6295.21,5317.79,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,81,26049.94,6132.49,5117.35,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,49,50414.86,6220.06,5379.57,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Montgomery,AL - Montgomery,52,20337.19,5001.4,4162.63,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,18,9244.28,5880.67,5238.06,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Mobile,AL - Mobile,162,20071.9,5741.69,4823.44,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,19,29456.79,8639.68,4000.74,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,76,21833.36,6373.08,5599.08,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Mobile,AL - Mobile,22,11656.0,5743.23,4986.05,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Montgomery,AL - Montgomery,36,23893.83,5537.31,4783.86,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Mobile,AL - Mobile,14,10432.07,6621.57,5319.14,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,25,20602.12,4836.0,3989.76,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Huntsville,AL - Huntsville,80,47955.58,5120.74,4178.34,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,85,58333.92,5617.62,4584.79,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Mobile,AL - Mobile,90,14285.96,5316.47,4302.03,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Montgomery,AL - Montgomery,31,10123.81,5315.39,4470.35,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Montgomery,AL - Montgomery,64,21211.98,6750.64,5523.09,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Montgomery,AL - Montgomery,24,49131.88,5930.88,5156.21,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,20,21683.4,4666.65,3980.25,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,15,24641.07,5465.87,4877.87,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,AL,Birmingham,AL - Birmingham,37,25242.73,5403.43,4427.76,5,7,South,South - East South Central,Alabama,3,6
292,HEART FAILURE & SHOCK W CC,FL,Pensacola,FL - Pensacola,44,17732.84,5171.55,4605.82,7,9,South,South Atlantic,Florida,3,5
292,HEART FAILURE & SHOCK W CC,AK,Anchorage,AK - Anchorage,71,51698.49,10783.62,8797.35,1,1,West,Pacific,Alaska,4,9
292,HEART FAILURE & SHOCK W CC,AK,Anchorage,AK - Anchorage,40,49229.15,10388.75,9708.03,1,1,West,Pacific,Alaska,4,9
292,HEART FAILURE & SHOCK W CC,AK,Anchorage,AK - Anchorage,15,28145.07,9936.53,9279.2,1,1,West,Pacific,Alaska,4,9
292,HEART FAILURE & SHOCK W CC,AK,Anchorage,AK - Anchorage,15,35725.47,13749.8,12828.8,1,1,West,Pacific,Alaska,4,9
292,HEART FAILURE & SHOCK W CC,AK,Anchorage,AK - Anchorage,17,54953.88,11467.29,5934.82,1,1,West,Pacific,Alaska,4,9
292,HEART FAILURE & SHOCK W CC,AK,Anchorage,AK - Anchorage,27,36441.26,9576.78,7329.93,1,1,West,Pacific,Alaska,4,9
292,HEART FAILURE & SHOCK W CC,AK,Anchorage,AK - Anchorage,17,30287.82,12535.53,11733.18,1,1,West,Pacific,Alaska,4,9
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,56,39071.77,8939.96,7206.05,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Tucson,AZ - Tucson,97,21540.01,7153.15,6112.52,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,15,38476.67,9206.73,8343.53,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Tucson,AZ - Tucson,25,24817.4,6211.68,5507.84,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Tucson,AZ - Tucson,53,28623.45,6096.43,5251.58,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,44,22337.02,5687.57,4947.02,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,78,19068.27,6893.18,5852.73,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,53,37361.79,6441.21,5640.89,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,23,25252.96,10531.35,9828.74,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,38,30198.03,10281.55,8818.95,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,39,26253.82,8070.03,6914.79,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,24,40165.88,6179.08,5344.58,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Mesa,AZ - Mesa,75,38081.91,7171.59,6447.24,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,13,27839.31,7367.38,6595.38,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,71,41348.0,7420.56,5839.82,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Tucson,AZ - Tucson,22,20341.86,8125.36,7309.73,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,71,29857.06,7267.37,6583.73,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Sun City,AZ - Sun City,94,32384.83,5925.46,4819.49,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,13,27077.54,8487.92,7431.92,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Tucson,AZ - Tucson,70,37590.11,11059.44,8300.67,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Mesa,AZ - Mesa,59,31737.76,8276.22,6882.51,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,70,32308.61,6582.21,5506.46,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,13,25168.23,7041.23,6366.15,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Tucson,AZ - Tucson,52,37369.0,6369.85,5506.0,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,123,38383.22,5814.83,4906.9,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Mesa,AZ - Mesa,41,35538.27,5620.73,4741.32,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,41,34188.34,7926.12,6268.98,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,35,36634.94,6620.31,5592.31,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Sun City,AZ - Sun City,44,34791.75,6172.86,5235.86,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,31,24417.65,7611.39,6968.16,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,NV,Las Vegas,NV - Las Vegas,93,67434.53,6392.72,5736.42,4,3,West,Mountain,Nevada,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,118,20936.38,8592.57,5292.71,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Mesa,AZ - Mesa,95,25474.14,5751.17,4719.42,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,27,28765.0,7244.89,6170.7,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Tucson,AZ - Tucson,26,24925.46,10346.88,9042.62,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Tucson,AZ - Tucson,41,36311.12,5457.85,4170.02,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,28,31593.68,7856.11,7043.68,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,NV,Las Vegas,NV - Las Vegas,42,37289.21,5970.38,4719.6,4,3,West,Mountain,Nevada,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,13,20477.31,7357.54,5477.92,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Mesa,AZ - Mesa,54,41339.59,6617.57,5676.28,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Mesa,AZ - Mesa,24,37813.46,6888.71,5912.71,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Mesa,AZ - Mesa,29,30030.9,6926.17,6066.31,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AZ,Phoenix,AZ - Phoenix,40,33906.8,5578.2,4852.43,5,3,West,Mountain,Arizona,4,8
292,HEART FAILURE & SHOCK W CC,AR,Springdale,AR - Springdale,13,22318.69,6585.85,5526.46,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,24,8897.08,6348.92,5726.25,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Springdale,AR - Springdale,130,25154.14,6032.4,4881.95,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,122,18147.55,5810.37,5024.22,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Springdale,AR - Springdale,46,20077.67,5450.78,4804.87,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,41,6167.56,5430.63,4729.17,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,105,14958.13,5562.6,4824.79,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Fort Smith,AR - Fort Smith,15,13493.93,6427.13,5923.13,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,87,19086.54,10094.01,8075.9,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Springdale,AR - Springdale,14,14886.93,5851.14,4300.86,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Jonesboro,AR - Jonesboro,92,6867.73,5869.1,4992.96,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Springdale,AR - Springdale,72,40311.57,6188.15,5356.26,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,114,22366.22,5522.5,4605.07,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,MO,Springfield,MO - Springfield,68,11090.69,5198.82,4333.12,4,6,Midwest,Midwest-West North Central,Missouri,2,4
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,40,16633.48,5556.3,4557.18,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,99,17772.41,5358.42,4498.28,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Jonesboro,AR - Jonesboro,50,14502.72,5399.38,4688.4,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,32,24674.28,5823.13,4536.34,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,18,16658.39,5971.94,5351.72,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,20,7083.8,5768.1,5282.6,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Fort Smith,AR - Fort Smith,167,20260.78,5741.67,4749.63,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Fort Smith,AR - Fort Smith,103,17050.24,5984.62,5118.5,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,33,10625.52,7656.97,6204.73,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,TN,Memphis,TN - Memphis,33,15039.79,7441.09,6424.97,5,8,South,South - East South Central,Tennessee,3,6
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,55,29737.09,7213.04,5738.29,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,24,8042.5,6426.58,5695.25,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,16,16581.94,5100.63,4445.0,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,20,9052.65,5555.65,4806.25,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,42,44652.02,5636.43,4795.33,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,49,14939.12,5225.8,4615.84,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,TN,Memphis,TN - Memphis,28,36239.68,6369.11,5431.96,5,8,South,South - East South Central,Tennessee,3,6
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,50,38898.58,6686.9,5034.26,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,153,17662.37,6196.42,4987.17,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Jonesboro,AR - Jonesboro,96,17856.7,5178.52,4378.89,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,81,17517.93,5795.19,4718.25,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,90,13282.87,5046.07,4352.91,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Little Rock,AR - Little Rock,20,17532.8,5015.6,4576.8,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,AR,Texarkana,AR - Texarkana,19,25614.32,5424.37,4834.47,5,6,South,South - West South Central,Arkansas,3,7
292,HEART FAILURE & SHOCK W CC,CA,Alameda County,CA - Alameda County,49,66774.55,10271.31,9735.8,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Redding,CA - Redding,44,45709.25,7852.18,6917.18,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Mateo County,CA - San Mateo County,49,37956.61,8617.96,7802.29,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Francisco,CA - San Francisco,16,56297.69,8966.5,8146.81,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Napa,CA - Napa,60,55507.18,8576.75,7487.08,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Napa,CA - Napa,18,37491.83,8782.39,7882.17,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Sacramento,CA - Sacramento,33,38416.18,8511.48,7639.97,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Sacramento,CA - Sacramento,64,56341.86,9264.13,8471.2,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Los Angeles,CA - Los Angeles,18,31661.0,12089.56,11261.78,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Bernardino,CA - San Bernardino,58,72500.67,9823.57,8373.29,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Diego,CA - San Diego,30,28361.6,8802.67,7754.27,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Diego,CA - San Diego,106,31862.22,12973.25,9921.37,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Diego,CA - San Diego,121,39868.97,8216.25,7441.78,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Redding,CA - Redding,16,27891.81,7875.19,6935.69,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Bakersfield,CA - Bakersfield,80,49125.41,9465.03,8517.55,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Jose,CA - San Jose,76,62023.28,16739.5,15422.13,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Chico,CA - Chico,130,55980.28,7469.65,6613.11,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Los Angeles,CA - Los Angeles,17,38245.18,22807.06,21064.41,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Chico,CA - Chico,44,36949.93,8410.32,7498.95,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Alameda County,CA - Alameda County,104,46026.72,10089.18,8367.38,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Diego,CA - San Diego,43,36653.77,8076.44,7233.84,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Francisco,CA - San Francisco,116,53165.64,12868.5,9399.94,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Bernardino,CA - San Bernardino,19,29648.47,7805.53,7057.21,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Francisco,CA - San Francisco,32,61182.19,11139.97,10193.31,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Los Angeles,CA - Los Angeles,60,30711.53,9198.18,8431.57,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Bakersfield,CA - Bakersfield,126,29318.72,8373.56,7547.56,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Los Angeles,CA - Los Angeles,84,44226.79,9553.44,8708.33,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Fresno,CA - Fresno,100,36627.11,10983.43,9705.33,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Los Angeles,CA - Los Angeles,41,29991.46,11125.49,10265.93,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,Orange County,CA - Orange County,69,41721.52,8567.52,7011.99,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Jose,CA - San Jose,20,34026.4,14164.65,5858.15,5,2,West,Pacific,California,4,9
292,HEART FAILURE & SHOCK W CC,CA,San Francisco,CA - San Francisco,16,35201.25,8514.69,6506.38,5,2,West,Pacific,California,4,9
